"EMPRESA_SIGLA";"EMPRESA_NOME";"EMPRESA_NACIONALIDADE";"ANO";"MES";"AEROPORTO_DE_ORIGEM_SIGLA";"AEROPORTO_DE_ORIGEM_NOME";"AEROPORTO_DE_ORIGEM_UF";"AEROPORTO_DE_ORIGEM_REGIAO";"AEROPORTO_DE_ORIGEM_PAIS";"AEROPORTO_DE_ORIGEM_CONTINENTE";"AEROPORTO_DE_DESTINO_SIGLA";"AEROPORTO_DE_DESTINO_NOME";"AEROPORTO_DE_DESTINO_UF";"AEROPORTO_DE_DESTINO_REGIAO";"AEROPORTO_DE_DESTINO_PAIS";"AEROPORTO_DE_DESTINO_CONTINENTE";"NATUREZA";"GRUPO_DE_VOO";"PASSAGEIROS_PAGOS";"PASSAGEIROS_GRATIS";"CARGA_PAGA_KG";"CARGA_GRATIS_KG";"CORREIO_KG";"ASK";"RPK";"ATK";"RTK";"COMBUSTIVEL_LITROS";"DISTANCIA_VOADA_KM";"DECOLAGENS";"CARGA_PAGA_KM";"CARGA_GRATIS_KM";"CORREIO_KM";"ASSENTOS";"PAYLOAD";"HORAS_VOADAS";"BAGAGEM_KG"
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"948";"5";"38743";"0";"10079";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"1018";"24";"56992";"25";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"20";"0";"109";"0";"2215080";"368516";"283446";"53782";"";"10498";"29";"20631100";"48508";"0";"6119";"783000";"41,08";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"581";"26";"30562";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3878";"120";"93745";"0";"0";"50555400";"29973100";"3833580";"3422120";"";"239599";"31";"724555000";"0";"0";"6541";"496000";"294,81";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"499";"13";"40935";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"4172";"111";"259204";"18";"6974";"42518600";"34861200";"7052850";"5308230";"";"201510";"30";"2123890000";"288831";"46844400";"6330";"1050000";"241,38";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"24";"3099";"84";"0";"2215080";"398562";"283446";"65557";"";"10498";"29";"29699200";"340280";"0";"6119";"783000";"19,63";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"16";"13";"3129";"0";"0";"2062100";"369352";"263871";"58373";"";"9773";"29";"25149000";"0";"0";"6119";"783000";"30,48";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"7314";"305";"262185";"0";"80";"86504300";"65086400";"12695800";"8271810";"";"370980";"45";"2413410000";"0";"659520";"10493";"1540000";"436,3";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"4167";"124";"203191";"0";"6";"48513100";"31935900";"8047200";"4431520";"";"229920";"30";"1557260000";"0";"45984";"6330";"1050000";"280,56";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"2301";"28";"75314";"0";"0";"24639100";"19233200";"4087060";"2529490";"";"116773";"17";"798514000";"0";"0";"3587";"595000";"138,51";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"9225";"230";"635836";"0";"1328";"84613900";"68842900";"14035500";"11592400";"";"407588";"62";"5376870000";"0";"19695700";"12871";"2135000";"489,73";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"24";"0";"0";"0";"2062100";"244999";"266567";"35878";"";"9773";"29";"13807600";"0";"35048";"6119";"791000";"16,25";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1991";"55";"80850";"0";"1122";"7437120";"2906170";"960765";"426050";"";"35247";"31";"156834000";"0";"7675890";"6541";"845000";"24,63";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1977";"43";"95943";"5845";"6603";"10269400";"4592250";"1314090";"650935";"";"48670";"31";"211457000";"9176650";"26190700";"6541";"837000";"69,55";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"741";"18";"25052";"0";"1158";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2195";"93";"36415";"0";"0";"7437120";"3338230";"951669";"371630";"";"35247";"31";"69888000";"0";"1316650";"6541";"837000";"75,53";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"506";"0";"157012";"0";"510";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"7";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1918";"55";"114337";"0";"22";"9606830";"3805680";"1229310";"769350";"";"45530";"29";"426018000";"0";"835240";"6119";"783000";"58,07";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"";"";"";"";"";"";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"50";"0";"6577";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"";"";"";"";"";"";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"";"";"";"";"";"";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"90";"5";"2089";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"357";"42";"35573";"0";"823";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"5346";"246";"221856";"0";"674";"84443300";"47015500";"12407200";"6365960";"";"354492";"43";"2122240000";"0";"12341300";"10243";"1505000";"418,06";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2928";"101";"31239";"0";"500";"48924600";"22630500";"3709920";"2282040";"";"231870";"30";"241446000";"0";"3864500";"6330";"480000";"281,4";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3977";"125";"162689";"0";"3276";"52046200";"30479700";"8583680";"4015120";"";"245248";"32";"1246850000";"0";"25107300";"6791";"1120000";"298,44";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"351";"18";"3598";"0";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1038";"43";"54225";"0";"0";"24639100";"9541040";"4087060";"1256000";"";"116773";"17";"397186000";"0";"130511";"3587";"595000";"140,19";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"961";"25";"103289";"348";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3486";"222";"29104";"9186";"37435";"43935900";"29870500";"7287940";"3829060";"";"208227";"31";"889284000";"64039900";"251451000";"6541";"1085000";"246,34";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"6737";"340";"240823";"0";"9677";"84614000";"51816300";"14035500";"7047610";"";"401014";"61";"2221870000";"0";"162305000";"12871";"2135000";"475,17";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"461";"25";"48962";"0";"5587";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"684";"20";"48193";"0";"9425";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"1483";"43";"54775";"28";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"31";"0";"125";"0";"2367840";"536846";"302994";"68126";"";"11222";"31";"19828600";"55386";"0";"6541";"837000";"19,95";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"468";"38";"53848";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3552";"116";"89018";"86";"0";"50555400";"27453400";"3833580";"3158810";"";"239599";"31";"688020000";"664694";"0";"6541";"496000";"294,62";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"235";"15";"54877";"0";"381";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3549";"251";"273524";"28";"7295";"43935900";"33799900";"7234210";"5296160";"";"208227";"31";"2205180000";"376152";"49000500";"6541";"1077000";"249,36";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"18";"0";"98";"0";"2367840";"347882";"302994";"68683";"";"11222";"31";"37390600";"161452";"0";"6541";"837000";"20,78";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"3";"0";"0";"0";"2133210";"236911";"272970";"58079";"";"10110";"30";"36640300";"0";"128397";"6330";"810000";"26,33";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"5649";"269";"353857";"0";"0";"84764800";"49942200";"12407200";"7855890";"";"354492";"43";"3361120000";"0";"0";"10282";"1505000";"412,09";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3838";"112";"242100";"0";"5";"50130200";"29414400";"8315440";"4502780";"";"237584";"31";"1855450000";"0";"38320";"6541";"1085000";"290,1";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"952";"41";"77326";"0";"0";"24639100";"8153500";"4087060";"1644530";"";"116773";"17";"908102000";"0";"2617090";"3587";"595000";"141,56";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"6225";"351";"726193";"0";"1565";"84614000";"49646800";"14035500";"10536200";"";"401014";"61";"6047570000";"0";"20458300";"12871";"2135000";"477,28";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"3";"0";"0";"0";"2133210";"238596";"272970";"34944";"";"10110";"30";"13200600";"0";"283754";"6330";"810000";"16,74";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1262";"60";"82908";"0";"401";"7197210";"1939720";"920970";"330713";"";"34110";"30";"149790000";"0";"6362650";"6330";"810000";"23,23";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1074";"35";"85233";"0";"348";"10269400";"2760060";"1314090";"473212";"";"48670";"31";"209479000";"0";"15343600";"6541";"837000";"68,89";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"671";"24";"41496";"0";"951";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1351";"64";"43412";"0";"0";"7197210";"2299010";"920970";"304516";"";"34110";"30";"96540400";"0";"1081290";"6330";"810000";"73,81";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"656";"3";"152233";"0";"596";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"8";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1357";"50";"125127";"0";"0";"9938100";"3160410";"1271700";"720811";"";"47100";"30";"435455000";"0";"935720";"6330";"810000";"59,63";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"28";"10";"4331";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"4976";"217";"264186";"0";"409";"80321300";"41253000";"11830100";"5929770";"";"338004";"41";"2213650000";"0";"3371800";"9743";"1435000";"403,18";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2773";"124";"29962";"0";"6822";"48924600";"21432500";"3709920";"2213220";"";"231870";"30";"231576000";"0";"52727200";"6330";"480000";"288,66";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3600";"125";"153106";"4579";"1970";"48513100";"27590400";"8047200";"3671620";"";"229920";"30";"1173400000";"35093500";"15098100";"6330";"1050000";"287,89";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"36";"4";"5";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
