"EMPRESA_SIGLA";"EMPRESA_NOME";"EMPRESA_NACIONALIDADE";"ANO";"MES";"AEROPORTO_DE_ORIGEM_SIGLA";"AEROPORTO_DE_ORIGEM_NOME";"AEROPORTO_DE_ORIGEM_UF";"AEROPORTO_DE_ORIGEM_REGIAO";"AEROPORTO_DE_ORIGEM_PAIS";"AEROPORTO_DE_ORIGEM_CONTINENTE";"AEROPORTO_DE_DESTINO_SIGLA";"AEROPORTO_DE_DESTINO_NOME";"AEROPORTO_DE_DESTINO_UF";"AEROPORTO_DE_DESTINO_REGIAO";"AEROPORTO_DE_DESTINO_PAIS";"AEROPORTO_DE_DESTINO_CONTINENTE";"NATUREZA";"GRUPO_DE_VOO";"PASSAGEIROS_PAGOS";"PASSAGEIROS_GRATIS";"CARGA_PAGA_KG";"CARGA_GRATIS_KG";"CORREIO_KG";"ASK";"RPK";"ATK";"RTK";"COMBUSTIVEL_LITROS";"DISTANCIA_VOADA_KM";"DECOLAGENS";"CARGA_PAGA_KM";"CARGA_GRATIS_KM";"CORREIO_KM";"ASSENTOS";"PAYLOAD";"HORAS_VOADAS";"BAGAGEM_KG"
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"65";"3";"22792";"0";"0";"4348080";"693769";"721245";"219030";"";"20607";"3";"156593000";"0";"0";"633";"105000";"24,98";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"820";"25";"103780";"604";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3316";"209";"25242";"7167";"44694";"42518600";"27781500";"7052850";"3667170";"";"201510";"30";"866641000";"52197800";"300210000";"6330";"1050000";"239,87";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"6287";"332";"256760";"0";"8235";"83226800";"51080000";"13805400";"7010990";"";"394440";"60";"2218410000";"0";"195412000";"12660";"2100000";"481,7";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"469";"40";"38978";"0";"8689";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1014";"32";"41714";"0";"12801";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"999";"27";"76966";"30";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"29";"0";"119";"0";"2291460";"361638";"293220";"60395";"";"10860";"30";"27861700";"53938";"0";"6330";"810000";"19,09";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"93";"15";"11737";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3093";"126";"87725";"0";"0";"48924600";"23905800";"3709920";"2829530";"";"231870";"30";"678027000";"0";"0";"6330";"480000";"287,69";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"64";"4";"8490";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3341";"246";"279195";"0";"7510";"42518600";"29151800";"7052850";"5066420";"";"201510";"30";"2392330000";"201510";"50444700";"6330";"1050000";"240,95";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"20";"0";"42";"0";"2291460";"296840";"293220";"64270";"";"10860";"30";"37568400";"233852";"0";"6330";"810000";"19,9";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"0";"0";"0";"0";"352165";"52909";"45495";"11575";"";"1685";"5";"6816500";"0";"0";"1045";"135000";"4,62";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"5063";"203";"454850";"0";"28";"78260300";"42506100";"11541600";"7672300";"";"329760";"40";"3846540000";"0";"230832";"9493";"1400000";"387,82";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3758";"103";"311509";"0";"0";"48436500";"28801300";"8047200";"4979510";"";"229920";"30";"2387410000";"0";"0";"6320";"1050000";"284,82";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMCO";"ORLANDO, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"280";"6";"28642";"0";"0";"4348080";"2362940";"721245";"467722";"";"20607";"3";"255060000";"0";"0";"633";"105000";"24,95";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"6814";"244";"585951";"5292";"1475";"83226800";"55451700";"13805400";"10322200";"";"394440";"60";"5313640000";"34789600";"17947000";"12660";"2100000";"478,49";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"0";"0";"0";"0";"355535";"21568";"45495";"3399";"";"1685";"5";"1461230";"0";"0";"1055";"135000";"2,66";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1238";"74";"94367";"0";"2";"6957300";"1940860";"899367";"336158";"";"32973";"29";"151613000";"0";"9881670";"6119";"791000";"21,1";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1817";"69";"95053";"0";"432";"9938100";"4444670";"1284260";"635505";"";"47100";"30";"214724000";"0";"20775800";"6330";"818000";"68,34";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"641";"19";"29629";"0";"948";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1209";"66";"31098";"0";"0";"6957300";"2103450";"890271";"259420";"";"32973";"29";"69046600";"0";"1077880";"6119";"783000";"72,02";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SSBG";"BENTO GONÇALVES";"RS";"SUL";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"162";"2";"18820";"0";"0";"2100250";"1360960";"294035";"280593";"";"8401";"1";"158107000";"0";"0";"250";"35000";"9,33";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"980";"2";"192701";"0";"307";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"9";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2515";"51";"81293";"0";"0";"9938100";"5487150";"1271700";"924482";"";"47100";"30";"430171000";"0";"481990";"6330";"810000";"60,17";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"";"";"";"";"";"";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"24";"0";"2875";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"5498";"220";"373598";"0";"266";"86504300";"45325500";"12695800";"7161410";"";"362736";"44";"3079940000";"0";"2192900";"10493";"1540000";"455,56";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2956";"143";"21519";"100";"6606";"48924600";"22846900";"3709920";"2273590";"";"231870";"30";"166320000";"772900";"51057800";"6330";"480000";"309,02";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3881";"105";"207856";"0";"2833";"51747300";"29744000";"8583680";"4291660";"";"245248";"32";"1593010000";"0";"21712100";"6752";"1120000";"327,69";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"879";"26";"101639";"241";"615";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3700";"228";"44410";"8387";"38089";"43935900";"30757100";"7287940";"4009110";"";"208227";"31";"981011000";"57954300";"259975000";"6541";"1085000";"267,31";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"6595";"295";"174628";"0";"8130";"86001100";"53663600";"14265600";"6814840";"";"407588";"62";"1782210000";"0";"202939000";"13082";"2170000";"552,24";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"594";"26";"34893";"0";"10281";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"974";"32";"61579";"0";"12459";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"782";"33";"66035";"28";"575";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"27";"0";"180";"0";"2367840";"283084";"302994";"49577";"";"11222";"31";"23904700";"75296";"208150";"6541";"837000";"19,22";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"2683";"137";"106332";"0";"0";"47293800";"20736900";"3586260";"2688150";"";"224141";"29";"821840000";"0";"0";"6119";"464000";"260,04";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3752";"250";"263341";"67";"5930";"43935900";"30454900";"7287940";"4997040";"";"208227";"31";"2212420000";"638115";"43694100";"6541";"1085000";"230,4";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"24";"0";"107";"0";"2367840";"318198";"305890";"65640";"";"11222";"31";"36793300";"125976";"222630";"6541";"845000";"20,21";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"5602";"238";"393591";"0";"117";"80964300";"46182900";"11830100";"7402170";"";"338004";"41";"3244760000";"0";"964548";"9821";"1435000";"380,02";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3758";"95";"312523";"0";"0";"50076600";"28801300";"8315440";"4987280";"";"237584";"31";"2395180000";"0";"0";"6534";"1085000";"281,32";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"6902";"301";"573881";"0";"1604";"86001100";"55307100";"14265600";"10012600";"";"407588";"62";"5017070000";"0";"17920700";"13082";"2170000";"458,76";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1354";"59";"99207";"0";"56";"6957300";"2213740";"899367";"362181";"";"32973";"29";"151634000";"0";"11325700";"6119";"791000";"25,99";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1907";"67";"81656";"0";"465";"10269400";"4523170";"1314090";"652239";"";"48670";"31";"224879000";"0";"20290700";"6541";"837000";"45,77";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"705";"16";"37978";"0";"651";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1011";"62";"41638";"1";"73";"7197210";"1951090";"920970";"266930";"";"34110";"30";"90523400";"1137";"823188";"6330";"810000";"71,04";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"806";"6";"151309";"0";"471";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"10";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1999";"84";"108434";"0";"0";"10269400";"4403850";"1314090";"804868";"";"48670";"31";"407797000";"0";"739470";"6541";"837000";"87,6";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"195";"41";"31313";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"4715";"215";"270888";"0";"382";"84484500";"40478000";"12407200";"6137490";"";"354492";"43";"2491340000";"0";"3149210";"10248";"1505000";"408,88";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2664";"101";"30771";"0";"7865";"47293800";"20590100";"3586260";"2151710";"";"224141";"29";"237829000";"0";"60788600";"6119";"464000";"277,08";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3548";"108";"181183";"0";"2559";"48513100";"27191900";"8047200";"3855450";"";"229920";"30";"1388590000";"0";"19612200";"6330";"1050000";"284,71";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1023";"37";"96244";"286";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2708";"100";"23984";"6123";"23137";"42518600";"25061100";"7052850";"3218470";"";"201510";"30";"807571000";"43049300";"155411000";"6330";"1050000";"245,79";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"5898";"312";"159566";"0";"8057";"83226800";"48838200";"13805400";"6233270";"";"394440";"60";"1634610000";"0";"203255000";"12660";"2100000";"468,15";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"566";"35";"36531";"0";"8590";"";"";"";"";"";"";"";"";"";"";"";"";"";""
